soc_code,raw_aei_score,mean_importance,std_importance,high_importance_count,mean_level,weighted_exposure_index,aei_score,risk_band,aioe_title,aioe_target,occupation_title,description
41-4012,0.5860627168221739,0.3093749999999999,0.2006410528975641,6,0.3140064102564102,0.5860627168221739,0.6131117764440164,Yellow,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0.8224681,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sell goods for wholesalers or manufacturers to businesses or groups of individuals. Work requires substantial knowledge of items sold.
41-9011,0.5641522027383401,0.3358173076923076,0.1997318798094515,4,0.3374038461538461,0.5641522027383401,0.504460546002541,Yellow,Demonstrators and Product Promoters,0.1235652,Demonstrators and Product Promoters,Demonstrate merchandise and answer questions for the purpose of creating public interest in buying the product. May sell demonstrated merchandise.
41-9012,0.5089591456397164,0.2265384615384615,0.1458764534398028,0,0.2313782051282051,0.5089591456397164,0.2307657553350474,Green,Models,-1.122021,Models,"Model garments or other apparel and accessories for prospective buyers at fashion shows, private showings, or retail establishments. May pose for photos to be used in magazines or advertisements. May pose as subject for paintings, sculptures, and other types of artistic expression."
41-9021,0.636422634925527,0.2522115384615385,0.2503525229483545,8,0.2466346153846153,0.636422634925527,0.8628396945533585,Red,Real Estate Brokers,1.149681,Real Estate Brokers,"Operate real estate office, or work for commercial real estate firm, overseeing real estate transactions. Other duties usually include selling real estate or renting properties and arranging loans."
41-9022,0.6008397785103559,0.3378846153846154,0.2091927672657918,5,0.3353846153846154,0.6008397785103559,0.6863891960694722,Red,Real Estate Sales Agents,0.8649445,Real Estate Sales Agents,"Rent, buy, or sell property for clients. Perform duties such as study property listings, interview prospective clients, accompany clients to property site, discuss conditions of sale, and draw up real estate contracts. Includes agents who represent buyer."
41-9031,0.6347469603250895,0.3305288461538461,0.2923897213507747,13,0.3381410256410256,0.6347469603250895,0.8545302543247792,Red,Sales Engineers,1.145416,Sales Engineers,"Sell business goods or services, the selling of which requires a technical background equivalent to a baccalaureate degree in engineering."
41-9041,0.6354726659465165,0.2059134615384615,0.2184650266162744,4,0.1953205128205128,0.6354726659465165,0.8581289288426227,Red,Telemarketers,1.118129,Telemarketers,Solicit donations or orders for goods or services over the telephone.
41-9091,0.6298258056066001,0.2229326923076923,0.2229282182203137,4,0.2147435897435897,0.6298258056066001,0.8301269238821012,Red,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",1.107101,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Sell goods or services door-to-door or on the street.
43-1011,0.6170087243829699,0.3239423076923077,0.2669578738495204,11,0.297724358974359,0.6170087243829699,0.7665687782225598,Red,First-Line Supervisors/Managers of Office and Administrative Support Workers,1.038688,First-Line Supervisors of Office and Administrative Support Workers,Directly supervise and coordinate the activities of clerical and administrative support workers.
43-2011,0.6187998020304702,0.2668269230769231,0.2345694404610073,4,0.2492307692307692,0.6187998020304702,0.7754504863135951,Red,"Switchboard Operators, Including Answering Service",0.9832644,"Switchboard Operators, Including Answering Service","Operate telephone business systems equipment or switchboards to relay incoming, outgoing, and interoffice calls. May supply information to callers and record messages."
43-2021,0.6178521746239723,0.2530288461538462,0.2204492608346966,4,0.2431089743589743,0.6178521746239723,0.7707513321393885,Red,Telephone Operators,1.019712,Telephone Operators,"Provide information by accessing alphabetical, geographical, or other directories. Assist customers with special billing requests, such as charges to a third party and credits or refunds for incorrectly dialed numbers or bad connections. May handle emergency calls and assist children or people with physical disabilities to make telephone calls."
43-3011,0.641834797237171,0.249326923076923,0.2364417161655025,6,0.2583333333333333,0.641834797237171,0.8896778642220003,Red,Bill and Account Collectors,1.271991,Bill and Account Collectors,"Locate and notify customers of delinquent accounts by mail, telephone, or personal visit to solicit payment. Duties include receiving payment and posting amount to customer's account, preparing statements to credit department if customer fails to respond, initiating repossession proceedings or service disconnection, and keeping records of collection and status of accounts."
43-3021,0.6252214449428285,0.26375,0.2331784324772533,4,0.2612179487179487,0.6252214449428285,0.8072945316524629,Red,Billing and Posting Clerks and Machine Operators,1.333455,Billing and Posting Clerks,"Compile, compute, and record billing, accounting, statistical, and other numerical data for billing purposes. Prepare billing invoices for services rendered or for delivery or shipment of goods."
43-3031,0.626568430478329,0.2728365384615384,0.2536474263107302,8,0.2753205128205128,0.626568430478329,0.8139740479458292,Red,"Bookkeeping, Accounting, and Auditing Clerks",1.039749,"Bookkeeping, Accounting, and Auditing Clerks","Compute, classify, and record numerical data to keep financial records complete. Perform any combination of routine calculating, posting, and verifying duties to obtain primary financial data for use in maintaining accounting records. May also check the accuracy of figures, calculations, and postings pertaining to business transactions recorded by other workers."
43-3041,0.5712446944573847,0.3189423076923077,0.2213878606464883,7,0.3027884615384615,0.5712446944573847,0.5396312384482624,Yellow,Gaming Cage Workers,0.4026518,Gambling Cage Workers,"In a gambling establishment, conduct financial transactions for patrons. Accept patron's credit application and verify credit references to provide check-cashing authorization or to establish house credit accounts. May reconcile daily summaries of transactions to balance books. May sell gambling chips, tokens, or tickets to patrons, or to other workers for resale to patrons. May convert gambling chips, tokens, or tickets to currency upon patron's request. May use a cash register or computer to record transaction."
43-3051,0.630246800237714,0.2650480769230769,0.2466443867709967,6,0.2559615384615384,0.630246800237714,0.8322145784439596,Red,Payroll and Timekeeping Clerks,1.257632,Payroll and Timekeeping Clerks,"Compile and record employee time and payroll data. May compute employees' time worked, production, and commission. May compute and post wages and deductions, or prepare paychecks."
43-3061,0.6284083451948889,0.2764423076923077,0.2579967824287538,10,0.2411538461538461,0.6284083451948889,0.8230979323556936,Red,Procurement Clerks,1.487838,Procurement Clerks,Compile information and records to draw up purchase orders for procurement of materials and services.
43-3071,0.5812059566230645,0.3442788461538461,0.2239071151402009,8,0.3204807692307692,0.5812059566230645,0.589027769579852,Yellow,Tellers,0.4727723,Tellers,Receive and pay out money. Keep records of money and negotiable instruments involved in a financial institution's various transactions.
43-4011,0.6355052091882731,0.2894230769230769,0.2613124938785238,8,0.2856410256410256,0.6355052091882731,0.8582903063094353,Red,Brokerage Clerks,1.144877,Brokerage Clerks,"Perform duties related to the purchase, sale, or holding of securities. Duties include writing orders for stock purchases or sales, computing transfer taxes, verifying stock transactions, accepting and delivering securities, tracking stock price fluctuations, computing equity, distributing dividends, and keeping records of daily transactions and holdings."
43-4021,0.6431819970381684,0.2594230769230769,0.2564164884235118,5,0.2486858974358974,0.6431819970381684,0.8963584430285414,Red,Correspondence Clerks,1.149758,Correspondence Clerks,"Compose letters or electronic correspondence in reply to requests for merchandise, damage claims, credit and other information, delinquent accounts, incorrect billings, or unsatisfactory services. Duties may include gathering data to formulate reply and preparing correspondence."
43-4031,0.6160349835311052,0.2802403846153846,0.2395478070584571,5,0.2651923076923077,0.6160349835311052,0.7617401310588542,Red,"Court, Municipal, and License Clerks",1.166267,"Court, Municipal, and License Clerks","Perform clerical duties for courts of law, municipalities, or governmental licensing agencies and bureaus. May prepare docket of cases to be called; secure information for judges and court; prepare draft agendas or bylaws for town or city council; answer official correspondence; keep fiscal records and accounts; issue licenses or permits; and record data, administer tests, or collect fees."
43-4041,0.6370390548337259,0.2448557692307692,0.2283645034515032,5,0.2411538461538461,0.6370390548337259,0.8658964362271585,Red,"Credit Authorizers, Checkers, and Clerks",1.440296,"Credit Authorizers, Checkers, and Clerks","Authorize credit charges against customers' accounts. Investigate history and credit standing of individuals or business establishments applying for credit. May interview applicants to obtain personal and financial data, determine credit worthiness, process applications, and notify customers of acceptance or rejection of credit."
43-4051,0.6179359146835715,0.2885576923076923,0.2488110680551148,7,0.2675320512820512,0.6179359146835715,0.7711665875951881,Red,Customer Service Representatives,0.9562519,Customer Service Representatives,"Interact with customers to provide basic or scripted information in response to routine inquiries about products and services. May handle and resolve general complaints. Excludes individuals whose duties are primarily installation, sales, repair, and technical support."
43-4061,0.6359010377631218,0.2698557692307692,0.2622066117033765,8,0.2716025641025641,0.6359010377631218,0.8602531658542478,Red,"Eligibility Interviewers, Government Programs",1.226286,"Eligibility Interviewers, Government Programs","Determine eligibility of persons applying to receive assistance from government programs and agency resources, such as welfare, unemployment benefits, social security, and public housing."
43-4071,0.5704627254746686,0.3376923076923077,0.2351438056837408,7,0.3056410256410256,0.5704627254746686,0.5357535616482526,Yellow,File Clerks,0.2839743,File Clerks,"File correspondence, cards, invoices, receipts, and other records in alphabetical or numerical order or according to the filing system used. Locate and remove material from file when requested."
43-4081,0.5912155150670616,0.28375,0.2091219388158919,2,0.2924679487179487,0.5912155150670616,0.6386637953232448,Yellow,"Hotel, Motel, and Resort Desk Clerks",0.6063127,"Hotel, Motel, and Resort Desk Clerks","Accommodate hotel, motel, and resort patrons by registering and assigning rooms to guests, issuing room keys or cards, transmitting and receiving messages, keeping records of occupied rooms and guests' accounts, making and confirming reservations, and presenting statements to and collecting payments from departing guests."
43-4111,0.6334053763504963,0.265,0.2439779602710852,5,0.2651282051282051,0.6334053763504963,0.8478775236301735,Red,"Interviewers, Except Eligibility and Loan",1.297031,"Interviewers, Except Eligibility and Loan","Interview persons by telephone, mail, in person, or by other means for the purpose of completing forms, applications, or questionnaires. Ask specific questions, record answers, and assist persons with completing form. May sort, classify, and file forms."
43-4121,0.5686557573025403,0.3020673076923076,0.1931483994351857,2,0.3026923076923077,0.5686557573025403,0.5267930546277814,Yellow,"Library Assistants, Clerical",0.2038919,"Library Assistants, Clerical","Compile records, and sort, shelve, issue, and receive library materials such as books, electronic media, pictures, cards, slides and microfilm. Locate library materials for loan and replace material in shelving area, stacks, or files according to identification number and title. Register patrons to permit them to borrow books, periodicals, and other library materials."
43-4131,0.642995579343538,0.3014903846153846,0.2828419584063568,11,0.288525641025641,0.642995579343538,0.8954340232810104,Red,Loan Interviewers and Clerks,1.364395,Loan Interviewers and Clerks,"Interview loan applicants to elicit information; investigate applicants' backgrounds and verify references; prepare loan request papers; and forward findings, reports, and documents to appraisal department. Review loan papers to ensure completeness, and complete transactions between loan establishment, borrowers, and sellers upon approval of loan."
43-4141,0.6251556415584633,0.2733653846153846,0.2426224597887978,6,0.2556089743589743,0.6251556415584633,0.8069682217059623,Red,New Accounts Clerks,1.174998,New Accounts Clerks,Interview persons desiring to open accounts in financial institutions. Explain account services available to prospective customers and assist them in preparing applications.
43-4151,0.6228791595352282,0.3003846153846154,0.2524504341835383,7,0.2792307692307692,0.6228791595352282,0.7956794599746762,Red,Order Clerks,0.8388861,Order Clerks,"Receive and process incoming orders for materials, merchandise, classified ads, or services such as repairs, installations, or rental of facilities. Generally receives orders via mail, phone, fax, or other electronic means. Duties include informing customers of receipt, prices, shipping dates, and delays; preparing contracts; and handling complaints."
43-4161,0.6486534463348186,0.2512019230769231,0.2590023707139471,7,0.2427884615384615,0.6486534463348186,0.9234906087141388,Red,"Human Resources Assistants, Except Payroll and Timekeeping",1.353098,"Human Resources Assistants, Except Payroll and Timekeeping","Compile and keep personnel records. Record data for each employee, such as address, weekly earnings, absences, amount of sales or production, supervisory reports, and date of and reason for termination. May prepare reports for employment records, file employment records, or search employee files and furnish information to authorized persons."
43-4171,0.6245212673396414,0.26375,0.2320288289221415,5,0.2588461538461538,0.6245212673396414,0.8038224470713909,Red,Receptionists and Information Clerks,1.013186,Receptionists and Information Clerks,"Answer inquiries and provide information to the general public, customers, visitors, and other interested parties regarding activities conducted at establishment and location of departments, offices, and employees within the organization."
43-4181,0.5700771693696928,0.3478846153846154,0.2113677358507507,6,0.3358333333333334,0.5700771693696928,0.5338416418708543,Yellow,Reservation and Transportation Ticket Agents and Travel Clerks,0.227312,Reservation and Transportation Ticket Agents and Travel Clerks,"Make and confirm reservations for transportation or lodging, or sell transportation tickets. May check baggage and direct passengers to designated concourse, pier, or track; deliver tickets and contact individuals and groups to inform them of package tours; or provide tourists with travel or transportation information."
43-5011,0.5970588588112591,0.3232692307692307,0.1992013270802093,18,0.3160416666666666,0.5970588588112591,0.6676401345031634,Red,Cargo and Freight Agents,1.405415,Cargo and Freight Agents,"Expedite and route movement of incoming and outgoing cargo and freight shipments in airline, train, and trucking terminals and shipping docks. Take orders from customers and arrange pickup of freight and cargo for delivery to loading platform. Prepare and examine bills of lading to determine shipping charges and tariffs."
43-5021,0.5168864093127445,0.416875,0.1277356290600728,2,0.3921474358974359,0.5168864093127445,0.2700759672640321,Green,Couriers and Messengers,-0.9591126,Couriers and Messengers,"Pick up and deliver messages, documents, packages, and other items between offices or departments within an establishment or directly to other business concerns, traveling by foot, bicycle, motorcycle, automobile, or public conveyance."
43-5031,0.5984838422403198,0.3665865384615384,0.2429718115086249,10,0.3598397435897436,0.5984838422403198,0.6747064316394956,Red,"Police, Fire, and Ambulance Dispatchers",0.9074452,Public Safety Telecommunicators,"Operate telephone, radio, or other communication systems to receive and communicate requests for emergency assistance at 9-1-1 public safety answering points and emergency operations centers. Take information from the public and other sources regarding crimes, threats, disturbances, acts of terrorism, fires, medical emergencies, and other public safety matters. May coordinate and provide information to law enforcement and emergency response personnel. May access sensitive databases and other information sources as needed. May provide additional instructions to callers based on knowledge of and certification in law enforcement, fire, or emergency medical procedures."
43-5032,0.6337541887652667,0.2979326923076923,0.2646592894619263,9,0.2855128205128205,0.6337541887652667,0.8496072364937355,Red,"Dispatchers, Except Police, Fire, and Ambulance",1.234523,"Dispatchers, Except Police, Fire, and Ambulance","Schedule and dispatch workers, work crews, equipment, or service vehicles for conveyance of materials, freight, or passengers, or for normal installation, service, or emergency repairs rendered outside the place of business. Duties may include using radio, telephone, or computer to transmit assignments and compiling statistics and reports on work progress."
43-5041,0.5149463972584571,0.4014423076923077,0.1152441421184146,1,0.3938782051282051,0.5149463972584571,0.2604557139024214,Green,"Meter Readers, Utilities",-0.9723772,"Meter Readers, Utilities","Read meter and record consumption of electricity, gas, water, or steam."
43-5051,0.5377359203673867,0.3616346153846154,0.1946180803770633,3,0.3457051282051282,0.5377359203673867,0.3734658293878712,Yellow,Postal Service Clerks,-0.5186997,Postal Service Clerks,"Perform any combination of tasks in a United States Postal Service (USPS) post office, such as receive letters and parcels; sell postage and revenue stamps, postal cards, and stamped envelopes; fill out and sell money orders; place mail in pigeon holes of mail rack or in bags; and examine mail for correct postage. Includes postal service clerks employed by USPS contractors."
43-5052,0.5139680919374584,0.3588461538461538,0.1191662843183858,0,0.3675,0.5139680919374584,0.2556044321631042,Green,Postal Service Mail Carriers,-1.064715,Postal Service Mail Carriers,Sort and deliver mail for the United States Postal Service (USPS). Deliver mail on established route by vehicle or on foot. Includes postal service mail carriers employed by USPS contractors.
43-5053,0.5137726230408638,0.3498076923076923,0.1650258789523082,1,0.344775641025641,0.5137726230408638,0.2546351287480049,Green,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",-1.185001,"Postal Service Mail Sorters, Processors, and Processing Machine Operators","Prepare incoming and outgoing mail for distribution for the United States Postal Service (USPS). Examine, sort, and route mail. Load, operate, and occasionally adjust and repair mail processing, sorting, and canceling machinery. Keep records of shipments, pouches, and sacks, and perform other duties related to mail handling within the postal service. Includes postal service mail sorters and processors employed by USPS contractors."
43-5061,0.5982661781496845,0.3202884615384616,0.2207921644086433,8,0.3028846153846153,0.5982661781496845,0.673627065305143,Red,"Production, Planning, and Expediting Clerks",0.6999103,"Production, Planning, and Expediting Clerks","Coordinate and expedite the flow of work and materials within or between departments of an establishment according to production schedule. Duties include reviewing and distributing production, work, and shipment schedules; conferring with department supervisors to determine progress of work and completion dates; and compiling reports on progress of work, inventory levels, costs, and production problems."
43-5071,0.5263072436731593,0.3767788461538461,0.130748539281067,1,0.3755448717948718,0.5263072436731593,0.3167925911245202,Green,"Shipping, Receiving, and Traffic Clerks",-0.7463213,"Shipping, Receiving, and Inventory Clerks",Verify and maintain records on incoming and outgoing shipments involving inventory. Duties include verifying and recording incoming merchandise or material and arranging for the transportation of products. May prepare items for shipment.
43-5111,0.5509906509532175,0.373125,0.1676392273282589,1,0.3721794871794871,0.5509906509532175,0.4391942181335901,Yellow,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",-0.1860789,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping","Weigh, measure, and check materials, supplies, and equipment for the purpose of keeping relevant records. Duties are primarily clerical by nature. Includes workers who collect and keep record of samples of products or materials."
43-6011,0.622985445213854,0.3088942307692308,0.2634720161599647,7,0.2964102564102564,0.622985445213854,0.796206516059112,Red,Executive Secretaries and Administrative Assistants,1.079643,Executive Secretaries and Executive Administrative Assistants,"Provide high-level administrative support by conducting research, preparing statistical reports, and handling information requests, as well as performing routine administrative functions such as preparing correspondence, receiving visitors, arranging conference calls, and scheduling meetings. May also train and supervise lower-level clerical staff."
43-6012,0.6184103644728386,0.2757692307692307,0.2495302147121639,7,0.2648397435897436,0.6184103644728386,0.773519318945504,Red,Legal Secretaries,1.014541,Legal Secretaries and Administrative Assistants,"Perform secretarial duties using legal terminology, procedures, and documents. Prepare legal papers and correspondence, such as summonses, complaints, motions, and subpoenas. May also assist with legal research."
43-6013,0.6270143722462651,0.2510576923076923,0.2432849868808779,5,0.2447435897435897,0.6270143722462651,0.8161854119332791,Red,Medical Secretaries,1.217982,Medical Secretaries and Administrative Assistants,"Perform secretarial duties using specific knowledge of medical terminology and hospital, clinic, or laboratory procedures. Duties may include scheduling appointments, billing patients, and compiling and recording medical charts, reports, and correspondence."
43-6014,0.6272788475543688,0.264951923076923,0.2559433197749176,8,0.2532692307692307,0.6272788475543688,0.817496908666624,Red,"Secretaries, Except Legal, Medical, and Executive",1.099056,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Perform routine administrative functions such as drafting correspondence, scheduling appointments, organizing and maintaining paper and electronic files, or providing information to callers."
43-9021,0.5791626622821022,0.313125,0.2186981731322247,7,0.298525641025641,0.5791626622821022,0.578895353542044,Yellow,Data Entry Keyers,0.3108081,Data Entry Keyers,"Operate data entry device, such as keyboard or photo composing perforator. Duties may include verifying data and preparing materials for printing."
43-9022,0.6058822180550436,0.2644230769230769,0.2253872568168949,3,0.2628525641025641,0.6058822180550436,0.7113939613096137,Red,Word Processors and Typists,0.6219606,Word Processors and Typists,"Use word processor, computer, or typewriter to type letters, reports, forms, or other material from rough draft, corrected copy, or voice recording. May perform other clerical duties as assigned."
43-9031,0.5887611710273726,0.361875,0.2353974918444686,13,0.3538461538461538,0.5887611710273726,0.6264930402775807,Yellow,Desktop Publishers,0.3437743,Desktop Publishers,Format typescript and graphic elements using computer software to produce publication-ready material.
43-9041,0.6184547924850563,0.2840865384615385,0.2233282276520685,6,0.2658653846153846,0.6184547924850563,0.7737396313569359,Red,Insurance Claims and Policy Processing Clerks,1.240201,Insurance Claims and Policy Processing Clerks,"Process new insurance policies, modifications to existing policies, and claims forms. Obtain information from policyholders to verify the accuracy and completeness of information on claims forms, applications and related documents, and company records. Update existing policies and company records to reflect changes requested by policyholders and insurance company representatives."
43-9051,0.5252626236091583,0.3501442307692307,0.1450197869034233,0,0.3516346153846154,0.5252626236091583,0.3116124636814448,Green,"Mail Clerks and Mail Machine Operators, Except Postal Service",-0.8184676,"Mail Clerks and Mail Machine Operators, Except Postal Service","Prepare incoming and outgoing mail for distribution. Time-stamp, open, read, sort, and route incoming mail; and address, seal, stamp, fold, stuff, and affix postage to outgoing mail or packages. Duties may also include keeping necessary records and completed forms."
43-9061,0.618856329216068,0.2757692307692307,0.2336404868037782,4,0.2639423076923077,0.618856329216068,0.7757307968642785,Red,"Office Clerks, General",0.9888986,"Office Clerks, General","Perform duties too varied and diverse to be classified in any specific office clerical occupation, requiring knowledge of office systems and procedures. Clerical duties may be assigned in accordance with the office procedures of individual establishments and may include a combination of answering telephones, bookkeeping, typing or word processing, office machine operation, and filing."
43-9071,0.5390288428311842,0.3465865384615385,0.165834216801879,2,0.3481730769230769,0.5390288428311842,0.3798772543329698,Yellow,"Office Machine Operators, Except Computer",-0.5171404,"Office Machine Operators, Except Computer","Operate one or more of a variety of office machines, such as photocopying, photographic, and duplicating machines, or other office machines."
43-9081,0.6367765968498591,0.2302403846153846,0.2368638330263352,5,0.2136217948717948,0.6367765968498591,0.8645949431276717,Red,Proofreaders and Copy Markers,1.288375,Proofreaders and Copy Markers,"Read transcript or proof type setup to detect and mark for correction any grammatical, typographical, or compositional errors. Excludes workers whose primary duty is editing copy. Includes proofreaders of braille."
43-9111,0.642928962914455,0.3125,0.2927385067484859,12,0.2989102564102564,0.642928962914455,0.8951036815574072,Red,Statistical Assistants,1.389965,Statistical Assistants,Compile and compute data according to statistical formulas for use in statistical studies. May perform actuarial computations and compile charts and graphs for use by actuaries. Includes actuarial clerks.
45-1011,0.5301275945698791,0.4512980769230769,0.132063645515401,6,0.4572115384615384,0.5301275945698791,0.3357371865848826,Yellow,"First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers",-0.4791843,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Directly supervise and coordinate the activities of agricultural, forestry, aquacultural, and related workers."
45-2011,0.5637590936197091,0.4020192307692308,0.1878594844489783,10,0.4010576923076923,0.5637590936197091,0.5025111718676577,Yellow,Agricultural Inspectors,0.1704867,Agricultural Inspectors,"Inspect agricultural commodities, processing equipment, and facilities, and fish and logging operations, to ensure compliance with regulations and laws governing health, quality, and safety."
45-2021,0.5152659759203033,0.3509615384615384,0.1426930699690583,1,0.3640705128205128,0.5152659759203033,0.2620404605998094,Green,Animal Breeders,-1.044292,Animal Breeders,"Select and breed animals according to their genealogy, characteristics, and offspring. May require knowledge of artificial insemination techniques and equipment use. May involve keeping records on heats, birth intervals, or pedigree."
45-2041,0.5032095735360578,0.2620192307692308,0.1595044704499354,0,0.248076923076923,0.5032095735360578,0.2022544168432036,Green,"Graders and Sorters, Agricultural Products",-1.370968,"Graders and Sorters, Agricultural Products","Grade, sort, or classify unprocessed food and other agricultural products by size, weight, color, or condition."
45-2091,0.5117176550571924,0.4181730769230769,0.1514279381006217,3,0.4142948717948718,0.5117176550571924,0.2444448247191059,Green,Agricultural Equipment Operators,-1.145156,Agricultural Equipment Operators,"Drive and control equipment to support agricultural activities such as tilling soil; planting, cultivating, and harvesting crops; feeding and herding livestock; or removing animal waste. May perform tasks such as crop baling or hay bucking. May operate stationary equipment to perform post-harvest tasks such as husking, shelling, threshing, and ginning."
45-2092,0.4749633350797469,0.4692788461538461,0.1435170418746375,12,0.4419230769230769,0.4749633350797469,0.0621851993032154,Green,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",-1.601349,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Manually plant, cultivate, and harvest vegetables, fruits, nuts, horticultural specialties, and field crops. Use hand tools, such as shovels, trowels, hoes, tampers, pruning hooks, shears, and knives. Duties may include tilling soil and applying fertilizers; transplanting, weeding, thinning, or pruning crops; applying pesticides; or cleaning, grading, sorting, packing, and loading harvested products. May construct trellises, repair fences and farm buildings, or participate in irrigation activities."
45-2093,0.5139024282252607,0.4282692307692307,0.1248308055532886,2,0.4234294871794872,0.5139024282252607,0.2552788148317015,Green,"Farmworkers, Farm and Ranch Animals",-1.108432,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Attend to live farm, ranch, open range or aquacultural animals that may include cattle, sheep, swine, goats, horses and other equines, poultry, rabbits, finfish, shellfish, and bees. Attend to animals produced for animal products, such as meat, fur, skins, feathers, eggs, milk, and honey. Duties may include feeding, watering, herding, grazing, milking, castrating, branding, de-beaking, weighing, catching, and loading animals. May maintain records on animals; examine animals to detect diseases and injuries; assist in birth deliveries; and administer medications, vaccinations, or insecticides as appropriate. May clean and maintain animal housing areas. Includes workers who shear wool from sheep and collect eggs in hatcheries."
45-4011,0.5109503327636222,0.4245673076923077,0.1228089552862156,2,0.4311858974358974,0.5109503327636222,0.2406397788391883,Green,Forest and Conservation Workers,-1.064205,Forest and Conservation Workers,"Under supervision, perform manual labor necessary to develop, maintain, or protect areas such as forests, forested areas, woodlands, wetlands, and rangelands through such activities as raising and transporting seedlings; combating insects, pests, and diseases harmful to plant life; and building structures to control water, erosion, and leaching of soil. Includes forester aides, seedling pullers, tree planters, and gatherers of nontimber forestry products such as pine straw."
45-4021,0.4886715606731501,0.4759615384615384,0.1362093201064495,7,0.4611217948717948,0.4886715606731501,0.1301624075144782,Green,Fallers,-1.795407,Fallers,Use axes or chainsaws to fell trees using knowledge of tree characteristics and cutting techniques to control direction of fall and minimize tree damage.
45-4022,0.5170462661939291,0.4404807692307692,0.1545574314710427,9,0.4310576923076923,0.5170462661939291,0.2708686755851964,Green,Logging Equipment Operators,-1.003702,Logging Equipment Operators,"Drive logging tractor or wheeled vehicle equipped with one or more accessories, such as bulldozer blade, frontal shear, grapple, logging arch, cable winches, hoisting rack, or crane boom, to fell tree; to skid, load, unload, or stack logs; or to pull stumps or clear brush. Includes operating stand-alone logging machines, such as log chippers."
45-4023,0.5361357781275673,0.4091826923076923,0.1400732661525695,2,0.4115705128205128,0.5361357781275673,0.3655309437629815,Yellow,Log Graders and Scalers,-0.4768305,Log Graders and Scalers,"Grade logs or estimate the marketable content or value of logs or pulpwood in sorting yards, millpond, log deck, or similar locations. Inspect logs for defects or measure logs to determine volume."
47-1011,0.5425303575103582,0.4216105769230769,0.1560726939003362,22,0.4341987179487179,0.5425303575103582,0.3972407847752718,Yellow,First-Line Supervisors/Managers of Construction Trades and Extraction Workers,-0.3054048,First-Line Supervisors of Construction Trades and Extraction Workers,Directly supervise and coordinate activities of construction or extraction workers.
47-2011,0.5151426314657229,0.455,0.1600352289647623,9,0.4427243589743589,0.5151426314657229,0.2614288123880414,Green,Boilermakers,-1.097532,Boilermakers,"Construct, assemble, maintain, and repair stationary steam boilers and boiler house auxiliaries. Align structures or plate sections to assemble boiler frame tanks or vats, following blueprints. Work involves use of hand and power tools, plumb bobs, levels, wedges, dogs, or turnbuckles. Assist in testing assembled vessels. Direct cleaning of boilers and boiler furnaces. Inspect and repair boiler fittings, such as safety valves, regulators, automatic-control mechanisms, water columns, and auxiliary machines."
47-2021,0.4894838094699468,0.4578365384615385,0.1448207384521361,9,0.433525641025641,0.4894838094699468,0.1341902377542846,Green,Brickmasons and Blockmasons,-1.75434,Brickmasons and Blockmasons,"Lay and bind building materials, such as brick, structural tile, concrete block, cinder block, glass block, and terra-cotta block, with mortar and other substances, to construct or repair walls, partitions, arches, sewers, and other structures."
47-2022,0.4918893964337935,0.4700480769230769,0.141076472782317,8,0.4419551282051281,0.4918893964337935,0.1461192131564985,Green,Stonemasons,-1.714759,Stonemasons,"Build stone structures, such as piers, walls, and abutments. Lay walks, curbstones, or special types of masonry for vats, tanks, and floors."
47-2031,0.5110687793110491,0.4753365384615385,0.1340315927475663,9,0.4786538461538461,0.5110687793110491,0.2412271390019957,Green,Carpenters,-1.323631,Carpenters,"Construct, erect, install, or repair structures and fixtures made of wood and comparable materials, such as concrete forms; building frameworks, including partitions, joists, studding, and rafters; and wood stairways, window and door frames, and hardwood floors. May also install cabinets, siding, drywall, and batt or roll insulation. Includes brattice builders who build doors or brattices (ventilation walls or partitions) in underground passageways."
47-2041,0.4973199021031456,0.4254326923076922,0.1373245057906583,5,0.4094871794871795,0.4973199021031456,0.173048345016981,Green,Carpet Installers,-1.564577,Carpet Installers,Lay and install carpet from rolls or blocks on floors. Install padding and trim flooring materials.
47-2042,0.5078034761809336,0.345625,0.160069588880317,2,0.355801282051282,0.5078034761809336,0.2250349491933038,Green,"Floor Layers, Except Carpet, Wood, and Hard Tiles",-1.301024,"Floor Layers, Except Carpet, Wood, and Hard Tiles","Apply blocks, strips, or sheets of shock-absorbing, sound-deadening, or decorative coverings to floors."
47-2043,0.4855463449929242,0.3981730769230769,0.1489218733395949,5,0.3761858974358975,0.4855463449929242,0.1146648921320315,Green,Floor Sanders and Finishers,-1.748722,Floor Sanders and Finishers,"Scrape and sand wooden floors to smooth surfaces using floor scraper and floor sanding machine, and apply coats of finish."
