soc_code,task_id,task_description,task_importance,importance_norm,automation_score,automation_level
33-9011,7967,Contact animal owners to inform them that their pets are at animal holding facilities.,4.62,0.7956989247311833,0.7956989247311834,High
33-9011,7966,"Educate the public about animal welfare, and animal control laws and regulations.",4.6,0.7741935483870968,0.7741935483870966,High
33-9011,7961,Remove captured animals from animal-control service vehicles and place animals in shelter cages or other enclosures.,4.52,0.6881720430107525,0.6881720430107525,High
33-9011,7970,Answer inquiries from the public concerning animal control operations.,4.5,0.666666666666667,0.6666666666666669,High
33-9011,7959,"Capture and remove stray, uncontrolled, or abused animals from undesirable conditions, using nets, nooses, or tranquilizer darts as necessary.",4.5,0.666666666666667,0.6666666666666669,High
33-9011,7965,"Prepare for prosecutions related to animal treatment, and give evidence in court.",4.48,0.6451612903225814,0.6451612903225815,Moderate
33-9011,7963,"Supply animals with food, water, and personal care.",4.36,0.5161290322580652,0.5161290322580652,Moderate
33-9011,7969,"Issue warnings or citations in connection with animal-related offenses, or contact police to report violations and request arrests.",4.32,0.47311827956989305,0.4731182795698929,Moderate
33-9011,7962,"Euthanize rabid, unclaimed, or severely injured animals.",4.3,0.4516129032258065,0.4516129032258064,Moderate
33-9011,7964,Clean facilities and equipment such as dog pens and animal control trucks.,4.28,0.43010752688172094,0.430107526881721,Moderate
33-9011,7972,Organize the adoption of unclaimed animals.,3.89,0.010752688172043263,0.010752688172043246,Low
33-9011,7971,"Examine animal licenses, and inspect establishments housing animals for compliance with laws.",3.88,0.0,0.0,Low
33-9021,13095,Write reports or case summaries to document investigations.,4.8,1.0,1.0,High
33-9021,13099,Conduct private investigations on a paid basis.,4.52,0.7704918032786883,0.7704918032786883,High
33-9021,13096,"Search computer databases, credit reports, public records, tax or legal filings, or other resources to locate persons or to compile information for investigations.",4.43,0.6967213114754097,0.6967213114754096,High
33-9021,20758,"Conduct personal background investigations, such as pre-employment checks, to obtain information about an individual's character, financial status, or personal history.",4.36,0.6393442622950823,0.6393442622950825,Moderate
33-9021,13106,Expose fraudulent insurance claims or stolen funds.,4.36,0.6393442622950823,0.6393442622950825,Moderate
33-9021,13097,"Obtain and analyze information on suspects, crimes, or disturbances to solve cases, to identify criminal activity, or to gather information for court cases.",4.33,0.6147540983606559,0.6147540983606559,Moderate
33-9021,13100,Testify at hearings or court trials to present evidence.,4.32,0.6065573770491807,0.6065573770491808,Moderate
33-9021,13101,"Question persons to obtain evidence for cases of divorce, child custody, or missing persons or information about individuals' character or financial status.",4.3,0.5901639344262294,0.5901639344262293,Moderate
33-9021,13102,"Observe and document activities of individuals to detect unlawful acts or to obtain evidence for cases, using binoculars and still or video cameras.",4.25,0.5491803278688525,0.5491803278688525,Moderate
33-9021,13107,"Confer with establishment officials, security departments, police, or postal officials to identify problems, provide information, or receive instructions.",3.58,0.0,0.0,Low
33-9031,4409,Monitor establishment activities to ensure adherence to all state gaming regulations and company policies and procedures.,4.8,1.0,1.0,High
33-9031,4407,"Observe casino or casino hotel operations for irregular activities, such as cheating or theft by employees or patrons, using audio and video equipment and one-way mirrors.",4.79,0.9861111111111114,0.9861111111111113,High
33-9031,4408,"Report all violations and suspicious behaviors to supervisors, verbally or in writing.",4.79,0.9861111111111114,0.9861111111111113,High
33-9031,21145,Develop and maintain log of surveillance observations.,4.71,0.8750000000000001,0.8750000000000001,High
33-9031,21146,Inspect and monitor audio or video surveillance equipment to ensure it is working appropriately.,4.65,0.7916666666666673,0.7916666666666674,High
33-9031,21147,Review video surveillance footage.,4.6,0.7222222222222219,0.7222222222222219,High
33-9031,4410,Act as oversight or security agents for management or customers.,4.44,0.5000000000000007,0.5000000000000007,Moderate
33-9031,4411,Supervise or train surveillance observers.,4.08,0.0,0.0,Low
33-9032,20894,Lock doors and gates of entrances and exits to secure buildings.,4.92,1.0,1.0,High
33-9032,2131,"Patrol industrial or commercial premises to prevent and detect signs of intrusion and ensure security of doors, windows, and gates.",4.77,0.8809523809523806,0.8809523809523805,High
33-9032,20895,Respond to medical emergencies by administering basic first aid or by obtaining assistance from paramedics.,4.75,0.8650793650793651,0.8650793650793651,High
33-9032,2132,Answer alarms and investigate disturbances.,4.73,0.8492063492063496,0.8492063492063497,High
33-9032,2136,"Circulate among visitors, patrons, or employees to preserve order and protect property.",4.71,0.8333333333333334,0.8333333333333336,High
33-9032,2133,"Monitor and authorize entrance and departure of employees, visitors, and other persons to guard against theft and maintain security of premises.",4.66,0.7936507936507938,0.7936507936507938,High
33-9032,2134,"Write reports of daily activities and irregularities, such as equipment or property damage, theft, presence of unauthorized persons, or unusual occurrences.",4.6,0.7460317460317457,0.7460317460317456,High
33-9032,2138,"Warn persons of rule infractions or violations, and apprehend or evict violators from premises, using force when necessary.",4.56,0.714285714285714,0.7142857142857141,High
33-9032,2137,"Answer telephone calls to take messages, answer questions, and provide information during non-business hours or when switchboard is closed.",4.48,0.6507936507936511,0.6507936507936511,Moderate
33-9032,2135,"Call police or fire departments in cases of emergency, such as fire or presence of unauthorized persons.",4.43,0.6111111111111108,0.6111111111111107,Moderate
33-9032,2139,Operate detecting devices to screen individuals and prevent passage of prohibited articles into restricted areas.,4.41,0.5952380952380953,0.5952380952380953,Moderate
33-9032,2141,"Inspect and adjust security systems, equipment, or machinery to ensure operational use and to detect evidence of tampering.",4.17,0.40476190476190466,0.4047619047619046,Moderate
33-9032,2140,Escort or drive motor vehicle to transport individuals to specified locations or to provide personal protection.,3.66,0.0,0.0,Low
33-9091,11117,"Direct or escort pedestrians across streets, stopping traffic, as necessary.",4.8,1.0,1.0,High
33-9091,11118,Guide or control vehicular or pedestrian traffic at such places as street and railroad crossings and construction sites.,4.74,0.9268292682926834,0.9268292682926832,High
33-9091,11116,Monitor traffic flow to locate safe gaps through which pedestrians can cross streets.,4.67,0.8414634146341464,0.8414634146341463,High
33-9091,11119,Communicate traffic and crossing rules and other information to students and adults.,4.55,0.6951219512195121,0.6951219512195121,High
33-9091,11122,"Direct traffic movement or warn of hazards, using signs, flags, lanterns, and hand signals.",4.53,0.6707317073170737,0.6707317073170738,High
33-9091,11120,Report unsafe behavior of children to school officials.,4.25,0.3292682926829269,0.32926829268292696,Low
33-9091,11121,"Record license numbers of vehicles disregarding traffic signals, and report infractions to appropriate authorities.",3.98,0.0,0.0,Low
33-9092,5041,"Patrol or monitor recreational areas, such as trails, slopes, or swimming areas, on foot, in vehicles, or from towers.",4.77,1.0,1.0,High
33-9092,5039,"Rescue distressed persons, using rescue techniques and equipment.",4.76,0.9913793103448277,0.9913793103448281,High
33-9092,5040,Contact emergency medical personnel in case of serious injury.,4.7,0.9396551724137936,0.9396551724137936,High
33-9092,5042,"Examine injured persons and administer first aid or cardiopulmonary resuscitation, if necessary, using training and medical supplies and equipment.",4.66,0.9051724137931039,0.905172413793104,High
33-9092,5044,"Warn recreational participants of inclement weather, unsafe areas, or illegal conduct.",4.27,0.5689655172413792,0.5689655172413792,Moderate
33-9092,20129,Maintain quality of pool water by testing chemical levels.,4.26,0.560344827586207,0.5603448275862069,Moderate
33-9092,5045,"Complete and maintain records of weather and beach conditions, emergency medical treatments performed, and other relevant incident information.",4.25,0.5517241379310347,0.5517241379310347,Moderate
33-9092,5043,"Instruct participants in skiing, swimming, or other recreational activities and provide safety precaution information.",4.08,0.4051724137931037,0.40517241379310376,Moderate
33-9092,5046,"Inspect recreational equipment, such as rope tows, T-bars, J-bars, or chair lifts, for safety hazards and damage or wear.",4.05,0.37931034482758624,0.3793103448275863,Moderate
33-9092,5048,Inspect recreational facilities for cleanliness.,3.61,0.0,0.0,Low
33-9093,15341,"Inspect carry-on items, using x-ray viewing equipment, to determine whether items contain objects that warrant further investigation.",4.91,1.0,1.0,High
33-9093,15348,Search carry-on or checked baggage by hand when it is suspected to contain prohibited items such as weapons.,4.8,0.9285714285714284,0.9285714285714283,High
33-9093,15332,"Check passengers' tickets to ensure that they are valid, and to determine whether passengers have designations that require special handling, such as providing photo identification.",4.71,0.87012987012987,0.8701298701298699,High
33-9093,15350,"Test baggage for any explosive materials, using equipment such as explosive detection machines or chemical swab systems.",4.69,0.8571428571428573,0.8571428571428572,High
33-9093,15346,"Perform pat-down or hand-held wand searches of passengers who have triggered machine alarms, who are unable to pass through metal detectors, or who have been randomly identified for such searches.",4.65,0.8311688311688313,0.8311688311688313,High
33-9093,15345,Notify supervisors or other appropriate personnel when security breaches occur.,4.63,0.818181818181818,0.8181818181818179,High
33-9093,15349,"Send checked baggage through automated screening machines, and set bags aside for searching or rescreening as indicated by equipment.",4.61,0.8051948051948054,0.8051948051948054,High
33-9093,15337,Decide whether baggage that triggers alarms should be searched or should be allowed to pass through.,4.6,0.7987012987012984,0.7987012987012984,High
33-9093,15354,Follow those who breach security until police or other security personnel arrive to apprehend them.,4.57,0.7792207792207794,0.7792207792207795,High
33-9093,15339,Inform other screeners when baggage should not be opened because it might contain explosives.,4.52,0.7467532467532464,0.7467532467532462,High
33-9093,15342,Inspect checked baggage for signs of tampering.,4.42,0.6818181818181817,0.6818181818181817,High
33-9093,15331,Ask passengers to remove shoes and divest themselves of metal objects prior to walking through metal detectors.,4.41,0.6753246753246753,0.6753246753246753,High
33-9093,15333,Close entry areas following security breaches or reopen areas after receiving notification that the airport is secure.,4.32,0.616883116883117,0.6168831168831171,Moderate
33-9093,15353,"Challenge suspicious people, requesting their badges and asking what their business is in a particular areas.",4.24,0.564935064935065,0.564935064935065,Moderate
33-9093,15355,Patrol work areas to detect any suspicious items.,4.22,0.5519480519480517,0.5519480519480517,Moderate
33-9093,15336,"Contact police directly in cases of urgent security issues, using phones or two-way radios.",4.19,0.5324675324675326,0.5324675324675329,Moderate
33-9093,15347,Record information about any baggage that sets off alarms in monitoring equipment.,4.17,0.5194805194805193,0.5194805194805191,Moderate
33-9093,15352,Watch for potentially dangerous persons whose pictures are posted at checkpoints.,4.0,0.409090909090909,0.40909090909090895,Moderate
33-9093,15335,Contact leads or supervisors to discuss objects of concern that are not on prohibited object lists.,3.96,0.383116883116883,0.38311688311688286,Moderate
33-9093,15334,Confiscate dangerous items and hazardous materials found in opened bags and turn them over to airlines for disposal.,3.92,0.35714285714285704,0.35714285714285704,Moderate
33-9093,15344,Monitor passenger flow through screening checkpoints to ensure order and efficiency.,3.79,0.27272727272727265,0.2727272727272727,Low
33-9093,15340,"Inform passengers of how to mail prohibited items to themselves, or confiscate these items.",3.62,0.16233766233766234,0.16233766233766253,Low
33-9093,15356,Provide directions and respond to passenger inquiries.,3.38,0.006493506493506355,0.006493506493506298,Low
33-9093,15338,Direct passengers to areas where they can pick up their baggage after screening is complete.,3.37,0.0,0.0,Low
33-9099,17561,"Investigate known or suspected internal theft, external theft, or vendor fraud.",4.69,1.0,1.0,High
33-9099,17560,Implement or monitor processes to reduce property or financial losses.,4.58,0.8624999999999996,0.8624999999999996,High
33-9099,17565,Identify and report merchandise or stock shortages.,4.56,0.837499999999999,0.837499999999999,High
33-9099,17567,Maintain documentation or reports on security-related incidents or investigations.,4.52,0.7874999999999991,0.7874999999999991,High
33-9099,17575,Apprehend shoplifters in accordance with guidelines.,4.52,0.7874999999999991,0.7874999999999991,High
33-9099,17573,"Verify proper functioning of physical security systems, such as closed-circuit televisions, alarms, sensor tag systems, or locks.",4.51,0.7749999999999994,0.7749999999999995,High
33-9099,17578,Identify and report safety concerns to maintain a safe shopping and working environment.,4.44,0.6875000000000001,0.6875,High
33-9099,17563,Conduct store audits to identify problem areas or procedural deficiencies.,4.43,0.6749999999999993,0.6749999999999993,High
33-9099,17568,"Monitor compliance with standard operating procedures for loss prevention, physical security, or risk management.",4.4,0.6375000000000001,0.6375000000000002,Moderate
33-9099,17566,"Inspect buildings, equipment, or access points to determine security risks.",4.39,0.6249999999999992,0.624999999999999,Moderate
33-9099,17569,"Perform covert surveillance of areas susceptible to loss, such loading docks, distribution centers, or warehouses.",4.38,0.6124999999999995,0.6124999999999994,Moderate
33-9099,17570,Prepare written reports on investigations.,4.34,0.5624999999999994,0.5624999999999996,Moderate
33-9099,17562,Collaborate with law enforcement agencies to report or investigate crimes.,4.32,0.5375,0.5375,Moderate
33-9099,17574,Testify in civil or criminal court proceedings.,4.28,0.4875,0.48750000000000016,Moderate
33-9099,17579,Recommend methods to reduce potential financial fraud losses.,4.17,0.34999999999999964,0.34999999999999976,Moderate
33-9099,17572,Train establishment personnel in loss prevention activities.,4.16,0.3374999999999999,0.33749999999999986,Moderate
33-9099,17577,"Coordinate with risk management, human resources, or other departments to assist in company programs, investigations, or training.",4.09,0.24999999999999958,0.24999999999999956,Low
33-9099,17580,"Respond to critical incidents, such as catastrophic events, violent weather, or civil disorders.",4.04,0.18749999999999983,0.18749999999999983,Low
33-9099,17571,Recommend new or improved processes or equipment to reduce risk exposure.,3.91,0.025000000000000015,0.024999999999999932,Low
33-9099,17564,Direct work of contract security officers or other loss prevention agents.,3.89,0.0,0.0,Low
35-1011,11129,Monitor sanitation practices to ensure that employees follow standards and regulations.,4.87,1.0,1.0,High
35-1011,11135,"Instruct cooks or other workers in the preparation, cooking, garnishing, or presentation of food.",4.57,0.7931034482758622,0.793103448275862,High
35-1011,11132,Supervise or coordinate activities of cooks or workers engaged in food preparation.,4.52,0.758620689655172,0.7586206896551722,High
35-1011,11131,Order or requisition food or other supplies needed to ensure efficient operation.,4.43,0.6965517241379308,0.6965517241379308,High
35-1011,11133,"Inspect supplies, equipment, or work areas to ensure conformance to established standards.",4.32,0.6206896551724139,0.6206896551724139,Moderate
35-1011,11130,Check the quantity and quality of received products.,4.3,0.6068965517241378,0.6068965517241378,Moderate
35-1011,11128,Check the quality of raw or cooked food products to ensure that standards are met.,4.29,0.6,0.6000000000000002,Moderate
35-1011,11136,"Estimate amounts and costs of required supplies, such as food and ingredients.",4.26,0.579310344827586,0.579310344827586,Moderate
35-1011,11148,"Coordinate planning, budgeting, or purchasing for all the food operations within establishments such as clubs, hotels, or restaurant chains.",4.05,0.4344827586206895,0.43448275862068947,Moderate
35-1011,11138,"Analyze recipes to assign prices to menu items, based on food, labor, and overhead costs.",4.0,0.4,0.3999999999999998,Moderate
35-1011,11147,"Plan, direct, or supervise food preparation or cooking activities of multiple kitchens or restaurants in an establishment such as a restaurant chain, hospital, or hotel.",3.86,0.3034482758620689,0.303448275862069,Low
35-1011,11134,Determine how food should be presented and create decorative food displays.,3.83,0.28275862068965524,0.2827586206896553,Low
35-1011,11139,"Prepare and cook foods of all types, either on a regular basis or for special guests or functions.",3.83,0.28275862068965524,0.2827586206896553,Low
35-1011,11140,Determine production schedules and staff requirements necessary to ensure timely delivery of services.,3.83,0.28275862068965524,0.2827586206896553,Low
35-1011,11142,"Meet with customers to discuss menus for special occasions, such as weddings, parties, or banquets.",3.65,0.15862068965517237,0.15862068965517223,Low
35-1011,11141,"Recruit and hire staff, such as cooks and other kitchen workers.",3.59,0.11724137931034477,0.11724137931034477,Low
35-1011,11146,Record production or operational data on specified forms.,3.55,0.08965517241379302,0.08965517241379298,Low
35-1011,11144,Meet with sales representatives to negotiate prices or order supplies.,3.54,0.08275862068965524,0.08275862068965537,Low
35-1011,11145,Arrange for equipment purchases or repairs.,3.52,0.06896551724137936,0.06896551724137948,Low
35-1011,11143,Demonstrate new cooking techniques or equipment to staff.,3.46,0.027586206896551745,0.02758620689655179,Low
35-1011,11137,"Collaborate with other personnel to plan and develop recipes or menus, taking into account such factors as seasonal availability of ingredients or the likely number of customers.",3.42,0.0,0.0,Low
35-1012,2145,Resolve customer complaints regarding food service.,4.23,1.0,1.0,High
35-1012,2146,"Train workers in food preparation, and in service, sanitation, and safety procedures.",4.19,0.9506172839506173,0.9506172839506174,High
35-1012,2150,"Assign duties, responsibilities, and work stations to employees in accordance with work requirements.",4.13,0.8765432098765427,0.8765432098765427,High
35-1012,2157,Present bills and accept payments.,4.13,0.8765432098765427,0.8765432098765427,High
35-1012,18714,"Perform various financial activities, such as cash handling, deposit preparation, and payroll.",4.03,0.7530864197530863,0.7530864197530862,High
35-1012,18715,Supervise and participate in kitchen and dining area cleaning activities.,4.01,0.7283950617283944,0.7283950617283943,High
35-1012,2155,Recommend measures for improving work procedures and worker performance to increase service quality and enhance job safety.,3.96,0.6666666666666663,0.6666666666666662,High
35-1012,2154,"Specify food portions and courses, production and time sequences, and workstation and equipment arrangements.",3.96,0.6666666666666663,0.6666666666666662,High
35-1012,2148,"Control inventories of food, equipment, smallware, and liquor, and report shortages to designated personnel.",3.96,0.6666666666666663,0.6666666666666662,High
35-1012,18716,"Observe and evaluate workers and work procedures to ensure quality standards and service, and complete disciplinary write-ups.",3.95,0.6543209876543209,0.6543209876543208,Moderate
35-1012,2153,"Analyze operational problems, such as theft and wastage, and establish procedures to alleviate these problems.",3.91,0.6049382716049382,0.6049382716049383,Moderate
35-1012,2147,"Inspect supplies, equipment, and work areas to ensure efficient service and conformance to standards.",3.67,0.3086419753086418,0.3086419753086417,Low
35-1012,2156,"Greet and seat guests, and present menus and wine lists.",3.51,0.11111111111111087,0.11111111111111097,Low
35-1012,2167,Evaluate new products for usefulness and suitability.,3.42,0.0,0.0,Low
35-2011,5070,Order and take delivery of supplies.,4.85,1.0,1.0,High
35-2011,5062,"Cook the exact number of items ordered by each customer, working on several different orders simultaneously.",4.74,0.8552631578947375,0.8552631578947376,High
35-2011,5065,"Prepare specialty foods, such as pizzas, fish and chips, sandwiches, or tacos, following specific methods that usually require short preparation time.",4.73,0.8421052631578957,0.8421052631578956,High
35-2011,5055,"Operate large-volume cooking equipment, such as grills, deep-fat fryers, or griddles.",4.73,0.8421052631578957,0.8421052631578956,High
35-2011,5059,"Wash, cut, and prepare foods designated for cooking.",4.67,0.7631578947368424,0.7631578947368424,High
35-2011,5068,"Prepare and serve beverages, such as coffee or fountain drinks.",4.65,0.7368421052631587,0.7368421052631589,High
35-2011,5054,"Clean food preparation areas, cooking surfaces, and utensils.",4.63,0.7105263157894739,0.7105263157894739,High
35-2011,5058,"Read food order slips or receive verbal instructions as to food required by patron, and prepare and cook food according to instructions.",4.63,0.7105263157894739,0.7105263157894739,High
35-2011,5063,"Serve orders to customers at windows, counters, or tables.",4.59,0.6578947368421054,0.6578947368421053,Moderate
35-2011,5064,"Clean, stock, and restock workstations and display cases.",4.54,0.5921052631578951,0.5921052631578951,Moderate
35-2011,5053,"Maintain sanitation, health, and safety standards in work areas.",4.52,0.5657894736842103,0.5657894736842101,Moderate
35-2011,5061,"Cook and package batches of food, such as hamburgers or fried chicken, prepared to order or kept warm until sold.",4.5,0.5394736842105267,0.5394736842105265,Moderate
35-2011,5066,"Prepare dough, following recipe.",4.49,0.5263157894736848,0.5263157894736851,Moderate
35-2011,5057,Take food and drink orders and receive payment from customers.,4.49,0.5263157894736848,0.5263157894736851,Moderate
35-2011,5056,Verify that prepared food meets requirements for quality and quantity.,4.42,0.4342105263157897,0.4342105263157899,Moderate
35-2011,5071,"Pre-cook items, such as bacon, to prepare them for later use.",4.4,0.40789473684210603,0.4078947368421059,Moderate
35-2011,5060,Measure ingredients required for specific food items.,4.38,0.3815789473684212,0.3815789473684213,Moderate
35-2011,5069,"Mix ingredients, such as pancake or waffle batters.",4.22,0.1710526315789473,0.17105263157894726,Low
35-2011,5067,"Schedule activities and equipment use with managers, using information about daily menus to help coordinate cooking times.",4.09,0.0,0.0,Low
35-2012,21148,Monitor and record food temperatures to ensure food safety.,4.73,1.0,1.0,High
35-2012,9488,"Cook foodstuffs according to menus, special dietary or nutritional restrictions, or numbers of portions to be served.",4.68,0.948453608247422,0.948453608247422,High
35-2012,21149,Rotate and store food supplies.,4.6,0.8659793814432982,0.8659793814432981,High
35-2012,9491,"Wash pots, pans, dishes, utensils, or other cooking equipment.",4.59,0.855670103092783,0.8556701030927831,High
35-2012,9487,"Apportion and serve food to facility residents, employees, or patrons.",4.57,0.8350515463917525,0.8350515463917525,High
35-2012,9486,"Clean and inspect galley equipment, kitchen appliances, and work areas to ensure cleanliness and functional operation.",4.56,0.8247422680412364,0.8247422680412363,High
35-2012,9489,"Clean, cut, and cook meat, fish, or poultry.",4.54,0.8041237113402059,0.804123711340206,High
35-2012,9493,Direct activities of one or more workers who assist in preparing and serving meals.,4.38,0.6391752577319585,0.6391752577319585,Moderate
35-2012,9495,Train new employees.,4.25,0.5051546391752576,0.5051546391752577,Moderate
35-2012,9496,Take inventory of supplies and equipment.,4.23,0.48453608247422714,0.4845360824742272,Moderate
35-2012,9499,"Requisition food supplies, kitchen equipment, and appliances, based on estimates of future needs.",4.15,0.40206185567010344,0.40206185567010355,Moderate
35-2012,9494,"Bake breads, rolls, or other pastries.",3.76,0.0,0.0,Low
35-2013,9503,"Peel, wash, trim, and cook vegetables and meats, and bake breads and pastries.",4.81,1.0,1.0,High
35-2013,20896,"Cool, package, label, and freeze foods for later consumption and provide instructions for reheating.",4.77,0.975,0.9750000000000001,High
35-2013,9501,Plan menus according to employers' needs and diet restrictions.,4.69,0.9250000000000005,0.9250000000000004,High
35-2013,9502,Shop for or order food and kitchen supplies and equipment.,4.65,0.9000000000000005,0.9000000000000002,High
35-2013,9504,"Prepare meals in private homes according to employers' recipes or tastes, handling all meals for the family and possibly for other household staff.",4.52,0.81875,0.81875,High
35-2013,20897,"Keep records pertaining to menus, finances, and other business-related issues.",4.46,0.7812500000000002,0.7812500000000002,High
35-2013,9505,"Stock, organize, and clean kitchens and cooking utensils.",4.42,0.7562500000000002,0.7562500000000001,High
35-2013,9508,"Direct the operation and organization of kitchens and all food-related activities, including the presentation and serving of food.",4.08,0.5437500000000002,0.5437500000000003,Moderate
35-2013,9506,Specialize in preparing fancy dishes or food for special diets.,4.08,0.5437500000000002,0.5437500000000003,Moderate
35-2013,9509,"Plan and prepare food for parties, holiday meals, luncheons, special functions, and other social events.",3.64,0.26875000000000016,0.2687500000000003,Low
35-2013,9507,Create and explore new cuisines.,3.58,0.23125000000000012,0.2312500000000001,Low
35-2013,9510,Serve meals and snacks to employing families and their guests.,3.21,0.0,0.0,Low
35-2014,18723,"Ensure food is stored and cooked at correct temperature by regulating temperature of ovens, broilers, grills, and roasters.",4.74,1.0,1.0,High
35-2014,18722,"Inspect and clean food preparation areas, such as equipment, work surfaces, and serving areas, to ensure safe and sanitary food-handling practices.",4.72,0.9801980198019797,0.9801980198019798,High
35-2014,2173,"Portion, arrange, and garnish food, and serve food to waiters or patrons.",4.69,0.9504950495049507,0.9504950495049507,High
35-2014,18724,"Ensure freshness of food and ingredients by checking for quality, keeping track of old and new items, and rotating stock.",4.65,0.910891089108911,0.9108910891089109,High
35-2014,2170,Season and cook food according to recipes or personal judgment and experience.,4.65,0.910891089108911,0.9108910891089109,High
35-2014,2180,Coordinate and supervise work of kitchen staff.,4.57,0.8316831683168318,0.8316831683168318,High
35-2014,2176,"Bake, roast, broil, and steam meats, fish, vegetables, and other foods.",4.53,0.7920792079207921,0.792079207920792,High
35-2014,2172,"Weigh, measure, and mix ingredients according to recipes or personal judgment, using various kitchen utensils and equipment.",4.47,0.7326732673267323,0.7326732673267323,High
35-2014,2169,Turn or stir foods to ensure even cooking.,4.39,0.653465346534653,0.6534653465346532,Moderate
35-2014,2171,"Observe and test foods to determine if they have been cooked sufficiently, using methods such as tasting, smelling, or piercing them with utensils.",4.37,0.6336633663366337,0.6336633663366338,Moderate
35-2014,2175,Substitute for or assist other cooks during emergencies or rush periods.,4.3,0.5643564356435641,0.5643564356435641,Moderate
35-2014,2177,"Wash, peel, cut, and seed fruits and vegetables to prepare them for consumption.",4.15,0.4158415841584161,0.4158415841584162,Moderate
35-2014,2183,"Bake breads, rolls, cakes, and pastries.",3.94,0.20792079207920783,0.207920792079208,Low
35-2014,2179,"Carve and trim meats such as beef, veal, ham, pork, and lamb for hot or cold service, or for sandwiches.",3.73,0.0,0.0,Low
35-2015,2187,"Clean food preparation equipment, work areas, and counters or tables.",4.83,1.0,1.0,High
35-2015,18725,"Restock kitchen supplies, rotate food, and stamp the time and date on food in coolers.",4.69,0.7777777777777782,0.7777777777777781,High
35-2015,2192,"Complete orders from steam tables, placing food on plates and serving customers at tables or counters.",4.61,0.6507936507936511,0.6507936507936511,Moderate
35-2015,2188,Plan work on orders so that items served together are finished at the same time.,4.59,0.6190476190476186,0.6190476190476186,Moderate
35-2015,2189,"Grill, cook, and fry foods such as french fries, eggs, and pancakes.",4.54,0.5396825396825395,0.5396825396825394,Moderate
35-2015,18726,"Perform food preparation tasks, such as making sandwiches, carving meats, making soups or salads, baking breads or desserts, and brewing coffee or tea.",4.43,0.3650793650793644,0.36507936507936445,Moderate
35-2015,18727,Perform general cleaning activities in kitchen and dining areas.,4.37,0.26984126984126977,0.2698412698412697,Low
35-2015,2190,"Take orders from customers and cook foods requiring short preparation times, according to customer requirements.",4.2,0.0,0.0,Low
35-2021,18728,"Clean and sanitize work areas, equipment, utensils, dishes, or silverware.",4.66,1.0,1.0,High
35-2021,2204,"Assist cooks and kitchen staff with various tasks as needed, and provide cooks with needed items.",4.62,0.9587628865979381,0.958762886597938,High
35-2021,18730,"Take and record temperature of food and food storage areas, such as refrigerators and freezers.",4.55,0.8865979381443296,0.8865979381443296,High
35-2021,2210,"Carry food supplies, equipment, and utensils to and from storage and work areas.",4.46,0.7938144329896906,0.7938144329896905,High
35-2021,2208,Remove trash and clean kitchen garbage containers.,4.43,0.762886597938144,0.762886597938144,High
35-2021,2197,Store food in designated containers and storage areas to prevent spoilage.,4.42,0.7525773195876287,0.7525773195876289,High
35-2021,2203,Weigh or measure ingredients.,4.41,0.7422680412371134,0.7422680412371133,High
35-2021,18734,Vacuum dining area and sweep and mop kitchen floor.,4.35,0.6804123711340202,0.6804123711340201,High
35-2021,18732,"Inform supervisors when equipment is not working properly and when food and supplies are getting low, and order needed items.",4.33,0.6597938144329897,0.6597938144329896,Moderate
35-2021,18731,"Wash, peel, and cut various foods, such as fruits and vegetables, to prepare for cooking or serving.",4.31,0.6391752577319583,0.6391752577319583,Moderate
35-2021,18729,"Prepare a variety of foods, such as meats, vegetables, or desserts, according to customers' orders or supervisors' instructions, following approved procedures.",4.31,0.6391752577319583,0.6391752577319583,Moderate
35-2021,21005,Assemble meal trays with foods in accordance with patients' diets.,4.22,0.5463917525773193,0.5463917525773193,Moderate
35-2021,2207,"Stock cupboards and refrigerators, and tend salad bars and buffet meals.",4.2,0.5257731958762888,0.5257731958762888,Moderate
35-2021,2213,"Use manual or electric appliances to clean, peel, slice, and trim foods.",4.18,0.5051546391752574,0.5051546391752573,Moderate
35-2021,2217,"Load dishes, glasses, and tableware into dishwashing machines.",4.17,0.4948453608247422,0.49484536082474223,Moderate
35-2021,2200,"Portion and wrap food, or place it directly on plates for service to patrons.",4.14,0.4639175257731955,0.4639175257731955,Moderate
35-2021,2220,"Add cutlery, napkins, food, and other items to trays on assembly lines in hospitals, cafeterias, airline kitchens, and similar establishments.",4.11,0.4329896907216498,0.4329896907216496,Moderate
35-2021,2201,"Place food trays over food warmers for immediate service, or store them in refrigerated storage cabinets.",4.06,0.38144329896907175,0.38144329896907164,Moderate
35-2021,2209,"Prepare and serve a variety of beverages, such as coffee, tea, and soft drinks.",4.05,0.3711340206185565,0.37113402061855655,Moderate
35-2021,2221,"Mix ingredients for green salads, molded fruit salads, vegetable salads, and pasta salads.",3.99,0.30927835051546415,0.3092783505154642,Low
35-2021,2206,"Receive and store food supplies, equipment, and utensils in refrigerators, cupboards, and other storage areas.",3.98,0.29896907216494845,0.29896907216494845,Low
35-2021,2214,Stir and strain soups and sauces.,3.97,0.2886597938144332,0.2886597938144334,Low
35-2021,2211,Make special dressings and sauces as condiments for sandwiches.,3.94,0.25773195876288657,0.2577319587628866,Low
35-2021,2212,Scrape leftovers from dishes into garbage containers.,3.69,0.0,0.0,Low
35-3011,2227,"Clean glasses, utensils, and bar equipment.",4.8,1.0,1.0,High
